SHEET: Mentees list

Participation ballot #,Start date,End date,Duration,Program,Gender,Question 1: Do you Want to be Matched with Second Year Peer Mentor? <br><br>If the answer is yes you are in the right place.  If the answer is no then you can just say no and close this survey.,Question 6.1 (Female): Gender,Question 6.2 (Male): Gender,Question 6.3 (Other): Gender,Question 7.1 (Yes): Are you an international student?,Question 7.2 (No): Are you an international student?,Question 7.3 (I prefer not to answer): Are you an international student?,Question 8: What high school did you attend?,Question 10.1 (English): What languages do you speak?,Question 10.2 (French): What languages do you speak?,Question 10.3 (Other please specify.): What languages do you speak?,Question 10.3 (Other please specify. - Text entered): What languages do you speak?,Question 11.1 (English): What language would you prefer to speak with your mentor?,Question 11.2 (French): What language would you prefer to speak with your mentor?,Question 11.3 (Other please specify.): What language would you prefer to speak with your mentor?,Question 11.3 (Other please specify. - Text entered): What language would you prefer to speak with your mentor?,Question 12: Would you prefer being matched with someone of the same gender?,Question 13: Are you involved in any extra-curricular activities (clubs sports and/or volunteering)?,Question 13 (Text entered): Are you involved in any extra-curricular activities (clubs sports and/or volunteering)?,Question 14: Do you hope to get involved in any extra-curricular activities (clubs sports volunteering or certificates?) this semester at the College?,Question 14 (Text entered): Do you hope to get involved in any extra-curricular activities (clubs sports volunteering or certificates?) this semester at the College?,Question 15: Do you have any other hobbies or interests you would like to share?,Question 15 (Text entered): Do you have any other hobbies or interests you would like to share?,,
219,"August 9th, 2023 17:26:47","August 9th, 2023 17:35:33",0:08:46,200.HP Honours Pure & Applied Science,M,1,0,1,0,0,1,0,'Collège Français de Longueuil,1,1,1,'Russian,1,0,0,,2,1,"'Kumon Math, Languages (Russian, Mandarin)",1,"'Clubs, Volunteering",1,"'Programming, Language Learning, Mathematics",,
220,"August 9th, 2023 19:10:24","August 9th, 2023 19:12:18",0:01:54,200.B1 Health Science,F,1,1,0,0,0,1,0,'GPIS,1,0,0,,1,0,0,,2,2,,1,'Volleyball,2,,,
221,"August 9th, 2023 19:35:19","August 9th, 2023 19:38:25",0:03:06,700.A0 Arts and Sciences,F,1,1,0,0,0,1,0,'École Secondaire Montessori Orford,1,1,0,,1,0,0,,2,2,,1,'I don’t know yet but I want to explore the clubs and volunteering opportunities,2,,,
222,"August 10th, 2023 10:30:04","August 10th, 2023 10:36:03",0:05:59,200.B1 Health Science,F,1,1,0,0,0,1,0,'École secondaire saint-luc,1,1,1,"'Mandarin, Cantonese",1,0,0,,1,1,"'First-Aid Club, Mood Booster Club",1,"'Silver Key Club, Marianopolis Dragonboat Club, etc.",2,,,
223,"August 10th, 2023 12:46:14","August 10th, 2023 12:49:26",0:03:12,200.B1 Health Science,M,1,0,1,0,0,1,0,'College Laval,1,1,0,,1,0,0,,2,2,,1,'Badminton,1,'music,,
224,"August 10th, 2023 16:14:04","August 10th, 2023 16:15:27",0:01:23,200.HH Honours Health Science,M,1,0,1,0,0,1,0,'Collège Jean-de-Brébeuf,1,1,1,'mandarin,1,1,0,,2,1,'I'm a French tutor,1,'Dragon boat,2,,,
225,"August 11th, 2023 08:55:54","August 11th, 2023 08:59:45",0:03:51,300.CM Social Sc. - Commerce,F,1,1,0,0,0,1,0,'École Internationale Lucille-Teasdale,1,1,1,'Mandarin,1,0,0,,2,1,"'Volunteering: kpop fanbase (Itzy and Aespa), Sports: kpop dancing and dragon boat,",1,'Hallyu,1,"'Baking, cooking, arts, dancing",,
226,"August 11th, 2023 09:10:26","August 11th, 2023 09:12:17",0:01:51,200.B1 Health Science,M,1,0,1,0,0,1,0,'College Jean-de-Brébeuf,1,1,1,'Mandarin,1,0,0,,2,2,,1,'Club or badminton or ultimate,1,'Hockey,,
227,"August 13th, 2023 22:05:25","August 13th, 2023 22:05:36",0:00:11,200.B2 Pure & Applied Science,M,2,,,,,,,,,,,,,,,,,,,,,,,,
228,"August 13th, 2023 22:48:53","August 13th, 2023 22:52:16",0:03:23,300.CM Social Sc. - Commerce,M,1,0,1,0,0,1,0,'Laval Senior Academy,1,1,1,'Urdu,1,0,0,,2,2,,1,'Not sure which one,2,,,
SHEET: Mentors list

Participation ballot #,Start date,End date,Duration,Program,Gender,Question 5.1 (Female): Gender,Question 5.2 (Male): Gender,Question 5.3 (Other): Gender,Question 5.3 (Other - Text entered): Gender,Question 6: What high school did you attend?,Question 8.1 (English): What languages do you speak?,Question 8.2 (French): What languages do you speak?,Question 8.3 (Other please specify.): What languages do you speak?,Question 8.3 (Other please specify. - Text entered): What languages do you speak?,Question 9.1 (English): What language would you prefer to speak with your mentee(s)?,Question 9.2 (French): What language would you prefer to speak with your mentee(s)?,Question 9.3 (Other please specify.): What language would you prefer to speak with your mentee(s)?,Question 9.3 (Other please specify. - Text entered): What language would you prefer to speak with your mentee(s)?,Question 10: Up to how many mentees would you feel comfortable being matched with? (there is a limit of 3),Question 11: Would you prefer being matched with someone of the same gender?,Question 12: Are you involved in any extra-curricular activities (clubs sports and/or volunteering)?,Question 12 (Text entered): Are you involved in any extra-curricular activities (clubs sports and/or volunteering)?,Question 13: Will you be involved in any extra-curricular activities (clubs sports certificates etc) this semester at the College?,Question 13 (Text entered): Will you be involved in any extra-curricular activities (clubs sports certificates etc) this semester at the College?,Question 14: Do you have any other hobbies or interests you would like to share?,Question 14 (Text entered): Do you have any other hobbies or interests you would like to share?,Question 15: You must complete a mandatory basic Marianopolis First Year Mentor Program training sessions in order to be paired.<br><br><br><br><br>Please indicate which session you will attend.<br> (you must attend a session in order to be assigned a mentee),,
1,"July 10th, 2023 17:13:41","July 10th, 2023 17:20:25",0:06:44,200.B1 Health Science,F,1,0,0,,'Royal West Academy,1,1,0,,1,0,0,,1,1,1,'Fashion Club,1,'Fashion Club and I will be joining other clubs this semester at the College,1,"'Music, pilates, fashion, art, reading",1,,
2,"July 10th, 2023 18:09:32","July 10th, 2023 18:11:07",0:01:35,200.B2 Pure & Applied Science,M,0,1,0,,'Jean Eudes,1,1,1,'Chinese,1,1,1,'Chinese,2,2,2,,2,,2,,1,,
3,"July 10th, 2023 18:11:45","July 10th, 2023 18:14:34",0:02:49,700.B0 Liberal Arts,F,1,0,0,,'ECS,1,0,1,'Mandarin,1,0,1,'Mandarin,1,2,1,"'congress, debate, and volunteering at Friendship Circle",1,"'congress, debate, third world studies certificate",1,"'art, calligraphy, listening to music",2,,
4,"July 10th, 2023 18:37:51","July 10th, 2023 18:39:38",0:01:47,200.B1 Health Science,F,1,0,0,,'École secondaire Mont-Royal,1,1,1,'Mandarin,1,1,0,,3,2,1,'Marianopolis Pride,1,'Marianopolis Pride(potentially),1,"'Badminton, basketball, language learning",1,,
5,"July 10th, 2023 20:29:32","July 10th, 2023 20:32:27",0:02:55,200.B2 Pure & Applied Science,M,0,1,0,,'École internationale de Montréal,1,1,0,,1,0,0,,2,2,2,,2,,1,'Going on long walks,1,,
6,"July 10th, 2023 20:42:34","July 10th, 2023 20:51:01",0:08:27,200.HH Honours Health Science,F,1,0,0,,'Collège Jean-de-Brébeuf,1,1,1,'Mandarin,1,1,0,,1,2,1,"'Part time job as a laboratory technician, Ultimate Frisbee club exec and member, chess competitions and orchestra (violin) practices",1,"'Part time job as a laboratory technician, Ultimate Frisbee club exec and member, chess competitions and orchestra (violin) practices",1,"'Soccer, Ski",2,,
7,"July 10th, 2023 21:23:41","July 10th, 2023 21:26:03",0:02:22,200.B2 Pure & Applied Science,F,1,0,0,,'Kells Academy,1,0,1,'Mandarin,1,0,1,'Mandarin,1,2,2,,1,'One volunteer activity,2,,1,,
8,"July 10th, 2023 23:04:35","July 10th, 2023 23:06:38",0:02:03,200.B2 Pure & Applied Science,M,0,1,0,,'North Star Academy,1,0,1,'Arabic,1,0,0,,2,2,1,'MESA,1,'MESA,2,,2,,
9,"July 10th, 2023 23:49:58","July 10th, 2023 23:52:28",0:02:30,200.HH Honours Health Science,F,1,0,0,,'Royal Vale School,1,1,1,'Mandarin,1,0,1,'Mandarin,2,1,1,"'Volunteering, church service",1,"'Marianopolis first aid team, Marianopolis P2C Christian Fellowship, chemistry lab assistant",1,'Violin and voice,2,,
10,"July 11th, 2023 00:03:48","July 11th, 2023 00:08:14",0:04:26,200.HH Honours Health Science,F,1,0,0,,'Collège Jean de la Mennais,1,1,1,'Mandarin Chinese,1,1,0,,1,1,1,'Dancing club,1,'Dancing club,1,"'Art related activities including dancing, drawing and music",1,,
11,"July 11th, 2023 00:42:42","July 11th, 2023 00:49:00",0:06:18,300.HS Honours Social Science,F,1,0,0,,'College International Marie de France,1,1,1,'Mandarin,1,0,1,'Mandarin,3,2,1,'MCH Volunteering,2,,2,,2,,
12,"July 11th, 2023 00:50:08","July 11th, 2023 00:55:19",0:05:11,200.B1 Health Science,F,1,0,0,,'Divine Child High School,1,0,0,,1,0,0,,3,2,1,'Volunteering at a Hospital,2,,2,,2,,
13,"July 11th, 2023 05:29:54","July 11th, 2023 05:32:55",0:03:01,300.A2 Social Science - 2 Math,F,1,0,0,,'Collège Sainte-Anne,1,1,1,"'Mandarin, Spanish",1,0,0,,1,2,1,"'MCH, Hallyu executive, medlife, grey matter",1,'Same as listed above,1,"'Reading, knitting/crochet",2,,
14,"July 11th, 2023 09:09:05","July 11th, 2023 09:10:56",0:01:51,300.PS Social Sc. - Psychology,F,1,0,0,,'emmanuel christian school,1,0,1,'arabic,1,0,1,'arabic,3,2,2,,2,,2,,1,,
15,"July 11th, 2023 09:44:56","July 11th, 2023 10:11:13",0:26:17,200.HP Honours Pure & Applied Science,M,0,1,0,,'College Jean-de-Brebeuf,1,1,1,'Mandarin,0,1,0,,2,2,1,"'Math club, math and programming competitions, algorithm club",1,"'Math club, math and programming competitions, algorithm club, recreational basketball, stem fellowship club",1,"'Board games, basketball",1,,
16,"July 11th, 2023 10:10:31","July 11th, 2023 10:14:10",0:03:39,300.PS Social Sc. - Psychology,F,1,0,0,,'Collège Letendre,1,1,1,"'Greek, Italian",1,1,0,,1,1,2,,2,,1,"'Skiing, music, animals",2,,
17,"July 11th, 2023 10:14:58","July 11th, 2023 10:19:33",0:04:35,200.HH Honours Health Science,M,0,1,0,,'Collège Jean-de-Brébeuf,1,1,1,'Mandarin,1,1,0,,1,2,2,,1,'Executive of Math Club,1,"'Violin, Chess",2,,
18,"July 11th, 2023 10:16:25","July 11th, 2023 10:19:42",0:03:17,200.B1 Health Science,F,1,0,0,,'College Sainte-Anne de Lachine,1,1,0,,1,1,0,,1,2,1,'Volleyball and volunteering,1,'Volleyball,1,'Volleyball,1,,
19,"July 11th, 2023 10:21:52","July 11th, 2023 10:27:50",0:05:58,400.HC Honours Commerce,M,0,1,0,,'Brebeuf,1,1,1,'Cantonese,1,0,0,,2,2,1,"'President of YEBC, CFO of MYLO, Silver Key, Rubik's Cube Club, Montreal Chinese Hospital.",1,"'President of YEBC, CFO of MYLO, Silver Key, Rubik's Cube Club, Montreal Chinese Hospital, Dragonboat.",1,"'Law, finance, entrepreneurship, basketball, golf, fashion.",2,,
20,"July 11th, 2023 10:28:25","July 11th, 2023 10:32:25",0:04:00,"300.AL Social Sc. - Law, Society & Justice",M,0,1,0,,'College Jean-de-Brébeuf,1,1,1,'Spanish,1,0,0,,3,2,1,"'Silver Key executive, Latino Student Union President, Espoirs Laval cyclist, Saint-Laurent AA soccer",1,"'Silver Key executive, Latino Student Union President",1,'All Sports,2,,
21,"July 11th, 2023 14:11:34","July 11th, 2023 14:28:36",0:17:02,200.B2 Pure & Applied Science,F,1,0,0,,'École internationale de Montréal (International School of Montreal),1,1,0,,1,1,0,,2,2,1,"'In past semesters, I did sign up for clubs such as math, AI and programming. I also helped the Talent Show crew for advertisements.",1,"'I intend to continue my participation in the same clubs as last year. This semester, in addition, I plan on participating in more volunteering opportunities at the College.",1,"'My hobbies include chess, Rubik's cubes, puzzles and photography.",2,,
22,"July 11th, 2023 15:02:31","July 11th, 2023 15:09:17",0:06:46,200.HH Honours Health Science,M,0,1,0,,'North Star Academy Laval,1,1,1,'Arabic,1,0,1,'Arabic,2,2,1,'silver key- Middle Eastern Student Association,1,'Middle Eastern Student Association- Silver Key,1,'I work at a nursing home,2,,
23,"July 11th, 2023 16:30:19","July 11th, 2023 16:35:33",0:05:14,200.HH Honours Health Science,F,1,0,0,,'Collège Jean-Eudes,1,1,1,'Mandarin,1,1,0,,1,2,1,'Clubs: Wise and Coda,1,'2 Clubs,2,,2,,
24,"July 11th, 2023 16:45:27","July 11th, 2023 16:52:46",0:07:19,200.B1 Health Science,F,1,0,0,,'Brebeuf,1,1,0,,1,1,0,,1,1,1,"'First Aid room, exec of WiSE, math contest",1,"'First Aid room, exec of WiSE, math contest, probably MCH",1,"'Drawing, Badminton",2,,
25,"July 11th, 2023 19:06:35","July 11th, 2023 19:10:11",0:03:36,300.PS Social Sc. - Psychology,M,0,1,0,,'College Stanislas,1,1,1,'Spanish,1,0,1,'Spanish,1,2,1,'Coaching Tennis,2,,2,,2,,
26,"July 11th, 2023 19:16:37","July 11th, 2023 19:22:34",0:05:57,200.B1 Health Science,M,0,1,0,,'Brebeuf,1,1,1,'Mandarin,0,0,1,'Mandarin,1,2,1,"'Coordinator of Student Advocacy, Coda President, Running Club Vice-president, Silver Key member, regular MUHC volunteer",1,"'Coordinator of Student Advocacy, Coda President, Running Club Vice-president, Silver Key member, regular MUHC volunteer",2,,1,,
27,"July 11th, 2023 19:51:33","July 11th, 2023 19:54:10",0:02:37,"300.AL Social Sc. - Law, Society & Justice",F,1,0,0,,'Emmanuel  Christian School,1,1,1,'Haitian Creole,1,0,0,,2,2,1,'Youth Council of DDO,1,'XY Vision,2,,2,,
28,"July 11th, 2023 19:55:51","July 11th, 2023 20:01:02",0:05:11,200.B2 Pure & Applied Science,F,1,0,0,,'Collège Saint-Louis,1,1,1,'Mandarin,1,1,0,,2,2,1,"'Writing club (exec), hospital volunteering, art, swimming",1,"'writing club, news blitz, art, film, reading club, (neuro)science club, etc",1,"'reading, writing, film studies, music, art, swimming, acting/theatre, improv, debate",2,,
29,"July 11th, 2023 20:02:47","July 11th, 2023 20:08:58",0:06:11,"300.AL Social Sc. - Law, Society & Justice",F,1,0,0,,'École internationale de Montréal,1,1,0,,1,1,0,,1,2,1,"'Model UN, the News Blitz, volunteering outside of school",1,"'Model UN, the News Blitz, volunteering outside of school",1,"'I like reading, watching movies, cooking",1,,
30,"July 12th, 2023 08:13:15","July 12th, 2023 08:17:29",0:04:14,200.B1 Health Science,F,1,0,0,,'Halifax Grammar School(out of province),1,0,1,'Mandarin,1,0,1,'Mandarin,3,2,1,"'Women volleyball team, News Blitz executive, club volleyball, maybe working at Wayne’s(not finalize yet)",1,"'All of above, environmental certificate",2,,2,,
31,"July 12th, 2023 09:53:14","July 12th, 2023 09:58:45",0:05:31,200.HH Honours Health Science,F,1,0,0,,'Collège Jean de la Mennais,1,1,1,'Mandarin,1,1,1,'Mandarin,1,2,2,,1,"'New Blitz (editor-in-chief), various clubs (lower commitment), I also have to finish my honours requirements",1,"'Theatre, music, snowboarding, reading, baking",1,,
32,"July 12th, 2023 10:27:12","July 12th, 2023 10:34:54",0:07:42,200.HH Honours Health Science,F,1,0,0,,'Pensionnat du Saint-Nom-de-Marie,1,1,0,,1,1,0,,2,2,2,,1,"'I will be volunteering at hospitals, might found a crochet club or a music club (not sure yet)",1,"'I like biking, cooking, bio, reading and music",2,,
33,"July 12th, 2023 10:49:59","July 12th, 2023 10:58:20",0:08:21,400.HC Honours Commerce,F,1,0,0,,'Collège Jean-Eudes,1,1,1,'Romanian and basics of American Sign Language,1,1,0,,1,2,1,'Dance class on Friday from 7pm to 10pm,1,"'I’m an executive of MYLO, Sign Language Club, and Mood Booster Club and will be involved in other clubs as a member",1,"'Photography, weight training, dance",2,,
34,"July 12th, 2023 13:21:51","July 12th, 2023 13:57:31",0:35:40,200.B1 Health Science,F,1,0,0,,'Jean de la mennais,1,1,1,'Chinese,1,1,0,,2,2,1,'Volunteering,1,'Clubs,2,,2,,
35,"July 12th, 2023 16:55:15","July 12th, 2023 16:58:53",0:03:38,200.HH Honours Health Science,F,1,0,0,,'College Jean-de-Brébeuf,1,1,1,'Mandarin,1,1,1,'Mandarin,1,1,1,"'Fencing, volunteering at neuro",1,'Grey matters club exec,1,"'Fencing, guitar, crafts, photography,",2,,
36,"July 12th, 2023 18:09:22","July 12th, 2023 18:16:40",0:07:18,400.HC Honours Commerce,F,1,0,0,,'École internationale de Montréal,1,1,1,'Mandarin,1,1,1,'Mandarin,2,1,1,"'MYLO, Sign Language Club, YEBC, Badminton",1,"'MYLO, Math Club, Sign Language Club, YEBC, MCSA",1,"'Piano, badminton, travel",1,,
37,"July 12th, 2023 19:26:51","July 12th, 2023 19:29:28",0:02:37,200.B2 Pure & Applied Science,M,0,1,0,,'Collège Saint-Louis,1,1,1,"'Ukrainian, Russian",1,1,0,,3,2,1,"'Investment Club, YEBC",1,"'Investment Club, YEBC",1,'Gym,2,,
38,"July 12th, 2023 21:25:00","July 12th, 2023 21:32:07",0:07:07,700.A0 Arts and Sciences,F,1,0,0,,'International school of Montreal,1,1,1,'Mandarin,1,1,1,'Mandarin,2,2,2,,1,'Clubs,1,"'Arts and crafts,  table tennis, music, travelling, baking",1,,
39,"July 13th, 2023 11:12:34","July 13th, 2023 11:14:40",0:02:06,200.B2 Pure & Applied Science,M,0,1,0,,'College Durocher Saint-Lambert,1,1,1,'Chinese,1,1,0,,2,2,1,'Hallyu,1,'Hallyu sometimes during AP,2,,2,,
40,"July 13th, 2023 13:16:05","July 13th, 2023 13:21:28",0:05:23,400.HC Honours Commerce,F,1,0,0,,'College Durocher Saint Lambert,1,1,1,'Mandarin,1,0,1,'Mandarin,2,2,1,'Job,1,'Clubs,1,'Art,2,,
41,"July 14th, 2023 01:28:33","July 14th, 2023 01:31:32",0:02:59,700.A0 Arts and Sciences,F,1,0,0,,'Kells academy,1,1,0,,1,0,0,,1,2,2,,1,'I would like to be joining a club,1,'I like animation and sciences,1,,
42,"July 14th, 2023 08:18:36","July 14th, 2023 08:22:12",0:03:36,200.HH Honours Health Science,F,1,0,0,,'LaurenHill Academy,1,1,1,'Arabic,1,0,1,'Arabic,2,2,1,"'Silverkey, Science Society",1,"'Silverkey, Science Society and hopefully more",1,'I love art and I also love to read,2,,
43,"July 14th, 2023 11:08:08","July 14th, 2023 11:13:40",0:05:32,200.B1 Health Science,F,1,0,0,,'Ms. Edgar's and Ms. Cramp's School,1,1,0,,1,0,0,,1,2,1,"'Spikeball, MESA club, first aid club, premed club",1,"'premed club, spikeball, first aid club",2,,2,,
44,"July 14th, 2023 22:02:20","July 14th, 2023 22:06:42",0:04:22,200.B1 Health Science,M,0,1,0,,'Collège Jean-de-Brébeuf,1,1,1,'Mandarin,1,1,1,'Mandarin,3,2,1,"'Dragon boat, Montreal Chinese Hospital",1,"'Dragon boat, hallyu",1,'Sports,2,,
45,"July 14th, 2023 23:48:56","July 14th, 2023 23:52:44",0:03:48,200.B1 Health Science,F,1,0,0,,'Collège Sainte-Anne,1,1,1,'Mandarin,1,1,0,,1,1,1,"'Anime and Neuroscience club, currently doing volunteering outside of school",1,'Volunteering,2,,2,,
46,"July 15th, 2023 08:55:23","July 15th, 2023 08:58:08",0:02:45,200.B1 Health Science,F,1,0,0,,'College Jean de la Mennais,1,1,1,'Romanian,1,1,0,,2,2,1,'I am an executive of the spikeball and culinary clubs,1,'The same as above,2,,1,,
47,"July 15th, 2023 14:34:19","July 15th, 2023 14:41:59",0:07:40,200.B1 Health Science,F,1,0,0,,'Jean-de-Brébeuf College,1,1,1,'Mandarin,1,1,0,,2,2,1,"'Dragonboat (DoD), First Aid Club, Montreal Chinese Hospital (MCH) Volunteering",1,"'DoD, First Aid Club and MCH",1,"'Origami, Chemistry, YouTube",1,,
48,"July 15th, 2023 16:49:58","July 15th, 2023 16:53:10",0:03:12,200.B2 Pure & Applied Science,M,0,1,0,,'Kells academy,1,0,0,,1,0,0,,2,2,2,,1,'I’m planning on being involved in sports or musical clubs,1,"'Music, reading, movies and cooking",2,,
49,"July 15th, 2023 18:17:16","July 15th, 2023 18:19:12",0:01:56,400.AB Social Sc. - Commerce,F,1,0,0,,'Collège Saint Sacrement,1,1,1,'Mandarin,1,0,0,,2,2,2,,2,,2,,2,,
50,"July 15th, 2023 23:19:40","July 15th, 2023 23:24:56",0:05:16,200.B1 Health Science,F,1,0,0,,'Philemon Wright High School,1,1,0,,1,0,0,,1,2,1,'Clubs,1,'Clubs,2,,2,,
51,"July 15th, 2023 23:57:32","July 16th, 2023 00:03:38",0:06:06,300.HS Honours Social Science,F,1,0,0,,'Howard S. Billings Regional High School,1,1,1,'Spanish,1,0,0,,2,2,1,"'rugby and modelun, spanish courses, I'm also in a bookclub",1,"'ModelUN, third world studies certificate, gender and sexualities certificates",1,"'writing/ journaling, true crime (podcasts, youtube, etc), reading (contemporary fiction, historical fiction, historical nonfiction), modelun, rugby, minecraft",1,,
52,"July 16th, 2023 10:34:09","July 16th, 2023 10:37:17",0:03:08,200.HP Honours Pure & Applied Science,M,0,1,0,,'Collège Jean-de-Brébeuf,1,1,1,'Mandarin,1,1,1,'Mandarin,3,2,1,"'Science Society, Engineering Society, Volunteering at Orchestre Classique de Montreal, OCEF, ASAQ",1,"'Engineering Society, Robotics, Science Society",1,"'Physics, Astronomy/Stargazing, Rockets, Hiking and biking, camping, anime",2,,
53,"July 16th, 2023 18:20:22","July 16th, 2023 18:30:08",0:09:46,200.HP Honours Pure & Applied Science,M,0,1,0,,'College Jean de la Mennais,1,1,1,'Mandarine,1,1,1,'Mandarine,2,2,1,'Executive of Marianopolis Research Club,1,'Marianopolis Research Club,1,'Gym,1,,
54,"July 16th, 2023 20:02:09","July 16th, 2023 20:05:19",0:03:10,300.HS Honours Social Science,F,1,0,0,,'Shenzhen Foreign Language School (China),1,0,1,'Mandarin,0,0,1,'Mandarin,1,1,2,,2,,2,,2,,
55,"July 16th, 2023 22:34:42","July 16th, 2023 22:37:33",0:02:51,200.HH Honours Health Science,F,1,0,0,,'Greaves Adventist Academy,1,1,1,"'Urdu, Punjabi, Hindi",1,0,1,"'Urdu, Punjabi, Hindi",3,2,1,"'Hospital volunteering, IDRF charity organization volunteering, Mosque volunteering",1,"'Science Society, Grey Matters Club, Muslim Student Association",1,'Fundraising,2,,
56,"July 16th, 2023 22:36:46","July 16th, 2023 22:42:29",0:05:43,400.AB Social Sc. - Commerce,M,0,1,0,,'College Durocher Saint-Lambert,1,1,0,,1,1,0,,2,2,1,"'Marianopolis Climbing Club, First year welcoming",1,"'Marianopolis Climbing Club, Business Case Studies",1,"'Rock Climbing, reading manga, and exploring various culture’s foods",1,,
57,"July 17th, 2023 00:54:13","July 17th, 2023 00:59:30",0:05:17,700.A0 Arts and Sciences,F,1,0,0,,'Collège Sainte-Anne de Lachine,1,1,1,'Mandarin,1,0,0,,1,2,1,"'Writing club executive, MCSA",1,"'Law certificate, business and science competitions",2,,2,,
58,"July 17th, 2023 16:01:14","July 17th, 2023 16:02:26",0:01:12,200.B1 Health Science,F,1,0,0,,'Collège Saint-Louis,1,1,0,,1,1,1,'Mandarin,1,1,2,,2,,2,,2,,
59,"July 18th, 2023 12:45:25","July 18th, 2023 12:58:20",0:12:55,200.HH Honours Health Science,F,1,0,0,,'Secondaire Saint-Luc,1,1,1,'Urdu,1,1,0,,1,1,1,'MSA,1,'First Aid,1,"'Reading, Badminton, Painting",1,,
60,"July 18th, 2023 19:39:44","July 18th, 2023 19:42:11",0:02:27,"300.AL Social Sc. - Law, Society & Justice",F,1,0,0,,'Laval Senior Academy,1,1,0,,1,0,0,,1,2,1,'I have two jobs,2,,2,,2,,
61,"July 19th, 2023 09:36:58","July 19th, 2023 09:42:28",0:05:30,300.PS Social Sc. - Psychology,F,1,0,0,,'College Letendre,1,1,1,"'khmer, mandarin and lao",1,1,1,'khmer,2,2,1,"'culinary, spikeball, mood booster + i volunteer in rehab hospital",1,"'culinary, spikeball, election committee and congress (exec of club-congress relations)",1,'karate and music,2,,
62,"July 19th, 2023 12:11:09","July 19th, 2023 12:21:28",0:10:19,200.B1 Health Science,F,1,0,0,,'Collège Jean de la Mennais,1,1,1,'Mandarin,1,1,1,'Mandarin,2,2,1,"'Orchestra outside of school, dragon boating, volunteering at a hospital, working as music teacher",1,"'Silver Key, Global Brigades, Descendants of the Dragon, Hallyu",1,"'Music, figure skating, dance",1,,
63,"July 19th, 2023 19:55:51","July 19th, 2023 19:57:42",0:01:51,200.B2 Pure & Applied Science,M,0,1,0,,'CIMF,1,1,1,'Farsi,1,1,1,'Farsi,2,2,2,,2,,2,,1,,
64,"July 19th, 2023 21:35:58","July 19th, 2023 21:41:55",0:05:57,200.B1 Health Science,F,1,0,0,,'École Internationale Lucille-Teasdale,1,1,1,'Mandarin,1,1,1,'Mandarin,1,2,1,"'Dragonboat club, volunteering at IUSMD",1,"'First-Aid club, Dragonboat club, volunteering at IUSMD",2,,1,,
65,"July 20th, 2023 14:53:28","July 20th, 2023 14:55:18",0:01:50,"300.AL Social Sc. - Law, Society & Justice",F,1,0,0,,'LaurenHill Academy,1,1,1,'Greek,1,0,0,,1,1,2,,2,,2,,2,,
66,"July 20th, 2023 16:09:37","July 20th, 2023 16:13:34",0:03:57,200.B1 Health Science,F,1,0,0,,'Collège Jean de la Mennais,1,1,1,'Mandarin,1,1,1,'Mandarin,3,2,1,"'Swimming, business clubs, programming clubs",1,"'Business/commerce related clubs, science clubs, computer science clubs",2,,2,,
67,"July 21st, 2023 08:32:09","July 21st, 2023 08:34:55",0:02:46,200.B2 Pure & Applied Science,M,0,1,0,,'College Notre Dame,1,1,0,,1,1,0,,2,2,1,"'Marimun, chess club",1,"'Marimun, chess club, business clubs",1,"'Tennis, reading",2,,
68,"July 21st, 2023 11:03:27","July 21st, 2023 11:05:41",0:02:14,700.A0 Arts and Sciences,F,1,0,0,,'Hebrew Academy,1,1,1,'Hebrew,1,0,0,,1,2,1,'I’m an exec for the news blitz,1,"'Still an exec for the news blitz, and I’m part of the GSSC",1,"'I’m a religious Jew, so if I was paired up with another Jew that could be cool",2,,
69,"July 21st, 2023 15:20:18","July 21st, 2023 15:21:22",0:01:04,200.B2 Pure & Applied Science,M,0,1,0,,'Kells Academy,1,0,0,,1,0,0,,2,2,2,,2,,2,,1,,
70,"July 22nd, 2023 00:08:17","July 22nd, 2023 00:10:36",0:02:19,200.B1 Health Science,F,1,0,0,,'ecole secondaire Lavoie,1,1,0,,1,0,0,,2,1,1,'music (piano),2,,2,,1,,
71,"July 22nd, 2023 10:17:59","July 22nd, 2023 10:20:48",0:02:49,"300.AL Social Sc. - Law, Society & Justice",F,1,0,0,,'École d’Éducation Internationale de Laval, Society, and Justice,1,1,0,,1,1,0,,1,1,2,,1,"'Model UN, Marianopolis’ Hellenic Students Association (to be founded)",1,"'Reading, exercising, drawing.",2
72,"July 22nd, 2023 13:31:38","July 22nd, 2023 13:34:58",0:03:20,200.B2 Pure & Applied Science,M,0,1,0,,'West Island College,1,1,0,,1,0,0,,2,2,2,,2,,2,,1,,
73,"July 23rd, 2023 15:48:53","July 23rd, 2023 15:59:52",0:10:59,200.HH Honours Health Science,F,1,0,0,,'Pierrefonds Community High School,1,0,1,'Mandarin,1,0,1,'Mandarin,2,2,1,"'Christian Club Executive, Marianopolis Nobel Prize Club President, Volunteering at Richarson and Catherine Booth Hospital",1,"'Christian Club, Marianopolis Nobel Prize Club, Grey Matter, The First Beat",1,"'Music, Netflix, Baking, Gym, Badminton",2,,
